id,validated,included_in_stats,publication_type,publication_format,publication_year,authors,title,journal_name,volume,issue,pages,doi,url,book_title,book_authors,book_publisher,pdf_present,mesophotic,mce,tme,original_data,new_species,min_depth,max_depth,fields,focusgroups,platforms,locations
1380,TRUE,TRUE,scientific,article,2022,"Feng YP, Wang HK, Wu JL, Shao P, Zhou WL, Lai QL, Lin HW, Naman CB, Wang TT, He S","Acremocholone, an Anti-Vibrio Steroid from the Marine Mesophotic Zone Ciocalypta Sponge-Associated Fungus Acremonium sp. NBUF150",Chemistry and Biodiversity,19,, e202200028,10.1002/cbdv.202200028,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,70,70,Biomedicine,Porifera (Sponges); Fungi,SCUBA (open-circuit or unspecified),China - South China Sea
1381,TRUE,TRUE,scientific,article,2022,"Soares MO, de Lima Xavier FR, Dias NM, da Silva MQ, de Lima JP, Barroso CX, Vieira LM, Paiva SV, Matthews-Cascon H, Bezerra LE, Oliveira-Filho RR, Salani S, Bandeira EVP",Alien hotspot: Benthic marine species introduced in the Brazilian semiarid coast,Mar Pollut Bull,174,,113250,10.1016/j.marpolbul.2021.113250,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,60,Biodiversity,Overall benthic (groups),,Brazil - Eastern Brazil
1382,TRUE,TRUE,scientific,article,2019,"Love MS, Nishimoto MM, Snook L, Kui L","An analysis of the sessile, structure-forming invertebrates living on California oil and gas platforms",Bull Mar Sci,95,4,583-596,10.5343/bms.2017.1042,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,20,363,Biodiversity,Overall benthic (groups),Manned Submersible,USA - Continental Pacific Ocean
1383,TRUE,FALSE,scientific,article,2019,"Tea YK, Gill AC, Senou H","Chromis tingting, a new species of damselfish from mesophotic coral ecosystems of southern Japan, with notes on C. mirationis Tanaka (Teleostei: Pomacentridae)",Zootaxa,4586,2,249-260,10.11646/zootaxa.4586.2.2,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,30,65,Taxonomy,Fishes,SCUBA (open-circuit or unspecified),Japan
1384,TRUE,TRUE,scientific,article,2019,"Rouse S, Lacey NC, Hayes P, Wilding TA",Benthic Conservation Features and Species Associated With Subsea Pipelines: Considerations for Decommissioning,Front Mar Sci,6,,200,10.3389/fmars.2019.00200,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,50,200,Biodiversity,Fishes; Overall benthic (groups),Remotely Operated Vehicle (ROV),Scotland
1385,TRUE,TRUE,scientific,article,2020,"Tea YK, Najeeb A, Rowlett J, Rocha LA","Cirrhilabrus finifenmaa (Teleostei, Labridae), a new species of fairy wrasse from the Maldives, with comments on the taxonomic identity of C. rubrisquamis and C. wakanda",Zookeys,1088,,65-80,10.3897/zookeys.1088.78139,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,35,52,Taxonomy,Fishes,Fishing; SCUBA (open-circuit or unspecified),Republic of Maldives
1386,TRUE,FALSE,scientific,article,2019,"Indraningrat AAG, Micheller S, Runderkamp M, Sauerland I, Becking LE, Smidt H, Sipkema D",Cultivation of Sponge-Associated Bacteria from Agelas sventres and Xestospongia muta Collected from Different Depths,Mar Drugs,17,10,578,10.3390/md17100578,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,90,Biodiversity; Molecular ecology,Porifera (Sponges),SCUBA (open-circuit or unspecified); Manned Submersible,Curaçao
1387,TRUE,TRUE,scientific,article,2020,"Terrana L, Bo M, Opresko DM, Eeckhaut I",Shallow-water black corals (Cnidaria: Anthozoa: Hexacorallia: Antipatharia) from SW Madagascar,Zootaxa,4826,1,001–062,10.11646/zootaxa.4826.1.1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,52,Taxonomy,Antipatharia (Black Corals),SCUBA (open-circuit or unspecified),Madagascar
1389,TRUE,TRUE,scientific,article,2019,"Tea YK, Pinheiro HT, Shepherd B, Rocha LA","Cirrhilabrus wakanda, a new species of fairy wrasse from mesophotic ecosystems of Zanzibar, Tanzania, Africa (Teleostei, Labridae)",Zookeys,863,,85-96,10.3897/zookeys.863.35580,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,50,80,Taxonomy,Fishes,Rebreather,Tanzania
1390,TRUE,TRUE,scientific,article,2020,"Martinez S, Kolodny Y, Shemesh E, Scucchia F, Nevo R, Levin-Zaidman S, Paltiel Y, Keren N, Tchernov D, Mass T",Energy sources of the depth-generalist mixotrophic coral Stylophora pistillata,Front Mar Sci,7,,566663,10.3389/fmars.2020.566663,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,60,Ecology; Physiology; Molecular ecology,Scleractinia (Hard Corals),Rebreather; SCUBA (open-circuit or unspecified),Israel - Red Sea
1391,TRUE,TRUE,scientific,article,2022,"Louka XP, Sklirou AD, Le Goff G, Lopes P, Papanagnou ED, Manola MS, Benayahu Y, Ouazzani J, Trougakos IP",Isolation of an extract from the soft coral symbiotic microorganism Salinispora arenicola exerting cytoprotective and anti-aging effects,Curr Issues Mol Biol,44,1,14-30,10.3390/cimb44010002,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,65,65,Biomedicine,Octocorallia (Soft Corals),Remotely Operated Vehicle (ROV),Israel - Red Sea
1392,TRUE,TRUE,scientific,article,2018,"Gorny M, Easton EE, Sellanes J",First record of black corals (Antipatharia) in shallow coastal waters of northern Chile by means of underwater video,Lat Am J Aquat Res,46,2,457-460,10.3856/vol46-issue2-fulltext-20,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,70,107,Taxonomy,Antipatharia (Black Corals),Remotely Operated Vehicle (ROV),Chile
1393,TRUE,TRUE,scientific,article,2020,"McFarland EP, Baldwin CC, Robertson DR, Rocha LA, Tornabene L","A new species of Chromis damselfish from the tropical western Atlantic (Teleostei, Pomacentridae)",Zookeys,1008,,107-138,10.3897/zookeys.1008.58805,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,53,189,Taxonomy,Fishes,Rebreather; Remotely Operated Vehicle (ROV); Manned Submersible,Curaçao; Saba Bank; USA - Continental Atlantic Ocean
1394,TRUE,TRUE,scientific,article,2022,"Roy SR, Minei A, Ahmadi P, Hermawan I, Kurnianda V, Dick MH, Tanaka J","Two new steroid sulfates from a cheilostome bryozoan, Calyptotheca sp.",Natural Product Research,36,3,742–747,10.1080/14786419.2020.1800695,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,40,70,Biomedicine; Molecular ecology,Other invertebrates,Rebreather,Japan - Ryukyu Islands (Okinawa)
1395,TRUE,FALSE,scientific,review,2020,"de Oliveira Soares M, Matos E, Lucas C, Rizzo L, Allcock L, Rossi S",Microplastics in corals: an emergent threat,Mar Pollut Bull,161,,111810,10.1016/j.marpolbul.2020.111810,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,150,Behavior; Disturbances; Long-term monitoring; Management and Conservation; Physiology; Reproduction; Ecology,Scleractinia (Hard Corals); Symbiodinium (zooxanthellae); Bacteria and Archaea,Aquarium-based,
1396,TRUE,TRUE,scientific,article,2020,"de Oliveira Soares M, Salani S, Paiva SV, Braga MD",Shipwrecks help invasive coral to expand range in the Atlantic Ocean,Mar Pollut Bull,158,,111394,10.1016/j.marpolbul.2020.111394,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,32,32,Disturbances; Ecology; Long-term monitoring; Connectivity,Scleractinia (Hard Corals),SCUBA (open-circuit or unspecified),Brazil - Eastern Brazil
1397,TRUE,TRUE,scientific,article,2022,"Terraneo TI, Arrigoni R, Marchese F, Chimienti G, Eweida AA, Rodrigue M, Benzoni F",The complete mitochondrial genome of Dendrophyllia minuscula (Cnidaria: Scleractinia) from the NEOM region of the Northern Red Sea,Mitochondrial DNA Part B,7,5,848-850,10.1080/23802359.2022.2074803,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,146,147,Molecular ecology,Scleractinia (Hard Corals),Remotely Operated Vehicle (ROV),Saudi Arabia - Red Sea
1398,TRUE,TRUE,scientific,article,2019,"Tornabene L, Baldwin CC","Psilotris vantasselli, a new species of goby from the tropical western Atlantic (Teleostei: Gobiidae: Gobiosomatini: Nes subgroup)",Zootaxa,4624,2,191–204,10.11646/zootaxa.4624.2.3,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,149,159,Taxonomy; Biodiversity,Fishes,Manned Submersible; SCUBA (open-circuit or unspecified),Bahamas; Bonaire
1399,TRUE,TRUE,scientific,article,2022,"Voerman SE, Ruseckas A, Turnbull GA, Samuel ID, Burdett HL",Red algae acclimate to low light by modifying phycobilisome composition to maintain efficient light harvesting,BMC Biology,20,1,6-Jan,10.1186/s12915-022-01480-3,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,6,6,Ecology; Physiology,"Algae (Macro, Turf and Crustose Coralline)",Aquarium-based; SCUBA (open-circuit or unspecified),Scotland
1400,TRUE,TRUE,scientific,article,2021,"Wang T, Zhou J, Zou J, Shi Y, Zhou W, Shao P, Yu T, Cui W, Li X, Wu X, Ye J",Discovery of Cymopolyphenols A–F from a marine mesophotic zone Aaptos sponge-associated fungus Cymostachys sp. NBUF082,Front Microbiol,12,,638610,10.3389/fmicb.2021.638610,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,103,Biomedicine; Molecular ecology; Taxonomy,Porifera (Sponges); Fungi,SCUBA (open-circuit or unspecified),Philippines
1401,TRUE,FALSE,scientific,article,2021,"Yuan Y, Li T, Wang T, Naman CB, Ye J, Wu X, Lazaro JE, Yan X, He S",Targeted isolation of a cytotoxic cyclic hexadepsipeptide from the mesophotic zone sponge-associated fungus Cymostachys sp. NBUF082,Marine Drugs,19,10,565,10.3390/md19100565,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,103,103,Biomedicine; Molecular ecology,Porifera (Sponges); Fungi,SCUBA (open-circuit or unspecified),Philippines
1402,TRUE,TRUE,scientific,article,2021,"Zhou J, Zhang H, Ye J, Wu X, Wang W, Lin H, Yan X, Lazaro JEH, Wang T, Naman CB, He S",Cytotoxic polyketide metabolites from a marine mesophotic zone Chalinidae sponge-associated fungus Pleosporales sp. NBUF144,Mar Drugs,19,4,186,10.3390/md19040186,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,62,62,Biomedicine; Molecular ecology,Porifera (Sponges); Fungi,SCUBA (open-circuit or unspecified),Philippines
1403,TRUE,TRUE,scientific,article,2022,"Zou J, Wu J, Ding L, Wang W, Liu Y, Feng Y, Lai Q, Lin W, Wang T, He S","Guignardones Y-Z, antiviral meroterpenes from Penicillium sp. NBUF154 associated with a Crella sponge from the marine mesophotic zone",Chemistry and Biodiversity,19,8, e2022004,10.1002/cbdv.202200475,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,60,60,Biomedicine; Molecular ecology,Porifera (Sponges); Viruses,SCUBA (open-circuit or unspecified),China - South China Sea
1404,TRUE,FALSE,scientific,chapter,2005,"Reed JK, Shepard AN, Koenig CC, Scanlon KM, Gilmore RG","Mapping, habitat characterization, and fish surveys of the deep-water Oculina coral reef Marine Protected Area: a review of historical and current research",,,,,10.1007/3-540-27673-4_22,,Cold-Water Corals and Ecosystems,"Freiwald A, Murray Roberts J",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,60,100,Biodiversity; Community structure; Disturbances; Ecology; Fisheries; Management and Conservation,Scleractinia (Hard Corals),Dredging / trawling; Manned Submersible; Remotely Operated Vehicle (ROV); SCUBA (open-circuit or unspecified); Sonar / Multibeam,USA - Continental Atlantic Ocean
1405,TRUE,FALSE,scientific,chapter,2012,"Coggan RA, Diesing M",Rock ridges in the Central English Channel,,,,,,,Seafloor Geomorphology as Benthic Habitat,"Harris PT, Baker EK",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,40,80,Biodiversity; Community structure; Ecology; Geomorphology,"Actiniaria and Ceriantharia (Sea anemones); Algae (Macro, Turf and Crustose Coralline); Hydrozoa; Octocorallia (Soft Corals); Other invertebrates; Porifera (Sponges)",Drop / Towed Video; Sonar / Multibeam,England
1406,TRUE,TRUE,scientific,article,2017,"Meyer KS, Brooke SD, Sweetman AK, Wolf M, Young CM",Invertebrate communities on historical shipwrecks in the western Atlantic: relation to islands,Mar Ecol Prog Ser,566,,17-29,10.3354/meps12058,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,68,125,Biodiversity; Community structure; Connectivity; Ecology,Actiniaria and Ceriantharia (Sea anemones); Crustacea; Hydrozoa; Octocorallia (Soft Corals); Other invertebrates; Porifera (Sponges),Remotely Operated Vehicle (ROV),USA - Continental Atlantic Ocean
1407,TRUE,TRUE,scientific,article,2020,"Henderson MJ, Huff DD, Yoklavich MM",Deep-sea coral and sponge taxa increase demersal fish diversity and the probability of fish presence,Front Mar Sci,7,,593844,10.3389/fmars.2020.593844,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,50,437,Biodiversity; Ecology; Methods and Technology,Fishes; Octocorallia (Soft Corals); Porifera (Sponges),Manned Submersible,USA - Continental Pacific Ocean
1410,TRUE,TRUE,scientific,article,2023,"Fricke R, Mulochau T, Barathieu G","New record of the Bluntnose scorpionfish, Neomerinthe erostris (Alcock 1896) (Teleostei: Scorpaenidae) from Mayotte, southwestern Indian Ocean",West Ind Oc J Mar Sci,22,1,25-29,10.4314/wiojms.v22i1.4,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,115,115,Biodiversity,Fishes,Rebreather,Mayotte
1411,TRUE,TRUE,scientific,article,2005,"Roberts JM, Brown CJ, Long D, Bates CR",Acoustic mapping using a multibeam echosounder reveals cold-water coral reefs and surrounding habitats,Coral Reefs,24,,654–669,10.1007/s00338-005-0049-6,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,25,254,Biodiversity; Community structure; Geomorphology; Methods and Technology,Overall benthic (groups); Scleractinia (Hard Corals),Acoustic Telemetry; Sonar / Multibeam,Scotland
1412,TRUE,TRUE,scientific,article,2016,"Brzana R, Janas U",Artificial hard substrate as a habitat for hard bottom benthic assemblages in the southern part of the Baltic Sea – a preliminary study,Oceanol Hydrobiol Stud,45,1,121-130,10.1515/ohs-2016-0012,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,5,65,Biodiversity; Ecology,Overall benthic (groups),SCUBA (open-circuit or unspecified),Poland
1413,TRUE,TRUE,scientific,article,2014,"Henriques V, Guerra MT, Mendes B, Gaudêncio MJ, Fonseca P",Benthic habitat mapping in a Portuguese Marine Protected Area using EUNIS: An integrated approach,Journal of Sea Research,1,100,77-90,10.1016/j.seares.2014.10.007,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,100,Acoustics; Biodiversity; Management and Conservation; Geomorphology,Overall benthic (groups),Sonar / Multibeam; Coring / drilling; Drop / Towed Video,Portugal
1414,TRUE,TRUE,scientific,article,2006,"Tissot BN, Yoklavich MM, Love MS, York K, Amend M","Benthic invertebrates that form habitat structures on deep banks of southern California, with special reference to deep sea coral",Fish Bull ,104,2,167–181,N/A,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,32,320,Biodiversity; Community structure; Ecology; Fisheries; Management and Conservation,Fishes; Other invertebrates; Overall benthic (groups),Manned Submersible,USA - Continental Pacific Ocean
1415,TRUE,FALSE,scientific,chapter,2020,"Laverick JH, Rogers AD",Mesophotic Coral Ecosystems,,,,573-585,,,Encyclopedia of the World's Biome,"Goldstein MI, DellaSala DA",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,150,Biodiversity; Ecology; Management and Conservation; Physiology,,,
1416,FALSE,FALSE,scientific,thesis,2019,Laverick JH,Exploring mesophotic depth refuges on coral reefs,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,85,Community structure; Disturbances; Physiology,Scleractinia (Hard Corals),Rebreather,Honduras - Bay Islands
1417,TRUE,TRUE,scientific,article,2009,"Diesing M, Coggan R, Vanstaen K",Widespread rocky reef occurrence in the central English Channel and the implications for predictive habitat mapping,Estuar Coast Shelf Sci,86,4,647-658,10.1016/j.ecss.2009.05.018,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,25,100,Management and Conservation; Methods and Technology; Geomorphology,Overall benthic (groups),Drop / Towed Video; Sonar / Multibeam,England
1418,TRUE,FALSE,scientific,article,2023,"Shepherd B, Pinheiro HT, Phelps TAY, Siu G, Rocha LA","Terelabrus toretore sp. nov. (Perciformes: Labridae), a New Species of Striped Hogfish from Tahiti, with Range Extensions for Two Congeners",Zool Stud,62,,e8,10.6620/ZS.2023.62-08,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,135,140,Taxonomy,Fishes,Rebreather,French Polynesia; Australia - Great Barrier Reef; Micronesia - Marshall Islands
1419,TRUE,FALSE,scientific,review,2020,"Marsac F, Galletti F, Ternon JF, Romanov EV, Demarcq H, Corbari L, Bouchet P, Roest WR, Jorry SJ, Olu K, Loncke L, Roberts MJ, Ménard F","Seamounts, plateaus and governance issues in the southwestern Indian Ocean, with emphasis on fisheries management and marine conservation, using the Walters Shoal as a case study for implementing a protection framework",Deep Sea Res Part 2 Trop Stud Oceanogr,176,,104715,10.1016/j.dsr2.2019.104715,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,18,600,Management and Conservation; Disturbances; Fisheries,Fishes; Overall benthic (groups),Fishing; SCUBA (open-circuit or unspecified); Sonar / Multibeam,Madagascar
1421,TRUE,TRUE,scientific,article,2015,Greene HG,Habitat characterization of a tidal energy site using an ROV: Overcoming difficulties in a harsh environment,Continental Shelf Research,106,,85-96,10.1016/j.csr.2015.06.011,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,56,61,Biodiversity; Ecology; Geomorphology; Management and Conservation; Disturbances,Fishes; Other invertebrates; Overall benthic (groups),Remotely Operated Vehicle (ROV); Sonar / Multibeam,USA - Continental Pacific Ocean
1422,TRUE,TRUE,scientific,article,2014,"Neves BM, Du Preez C, Edinger E","Mapping coral and sponge habitats on a shelf-depth environment using multibeam sonar and ROV video observations: Learmonth Bank, northern British Columbia, Canada",Deep Sea Res Part 2 Trop Stud Oceanogr,99,,169-183,10.1016/j.dsr2.2013.05.026,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,68,482,Biodiversity; Ecology; Geomorphology,Overall benthic (groups); Porifera (Sponges); Scleractinia (Hard Corals); Hydrozoa; Octocorallia (Soft Corals); Other invertebrates,Remotely Operated Vehicle (ROV); Sonar / Multibeam,Canada - British Columbia; USA - Continental Pacific Ocean
1423,TRUE,TRUE,scientific,article,2010,"Chu JWF, Leys SP","High resolution mapping of community structure in three glass sponge reefs (Porifera, Hexactinellida)",Mar Ecol Prog Ser,417,,97–113,10.3354/meps08794,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,59,180,Community structure; Ecology,Porifera (Sponges),Remotely Operated Vehicle (ROV); Sonar / Multibeam,Canada - British Columbia
1424,TRUE,TRUE,scientific,article,2018,"Salgado EJ, Nehasil SE, Etnoyer PJ","Distribution of deep-water corals, sponges, and demersal ﬁsheries landings in Southern California, USA: implications for conservation priorities",PeerJ,6,,e5697,10.7717/peerj.5697,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,27,579,Biodiversity; Ecology; Management and Conservation; Fisheries,Fishes; Porifera (Sponges); Scleractinia (Hard Corals),Remotely Operated Vehicle (ROV),USA - Continental Pacific Ocean
1425,TRUE,TRUE,scientific,article,2013,"Fillinger L, Richter C","Vertical and horizontal distribution of Desmophyllum dianthus in Comau Fjord, Chile: a cold-water coral thriving at low pH",PeerJ,1,,e194,10.7717/peerj.194,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,422,Ecology; Oceanography; Biodiversity,Scleractinia (Hard Corals),Remotely Operated Vehicle (ROV); Sonar / Multibeam,Chile
1426,TRUE,FALSE,technical,report,2010,"Clarke ME, Fruh E","A characterization of the sponge community in the region of Grays Canyon, WA from a survey using an autonomus underwater vehicle, October 2010",,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,144,169,Biodiversity; Community structure; Ecology; Management and Conservation,Fishes; Porifera (Sponges); Scleractinia (Hard Corals),Autonomous Underwater Vehicle (AUV),USA - Continental Pacific Ocean
1427,TRUE,TRUE,scientific,article,2019,"Dias A, Santos GG, Pinheiro U","A new species of Characella Sollas, 1886 (Tetractinellida; Demospongiae; Porifera) from deeper waters off the coast of Brazil",Zootaxa,4559,1,196-200,10.11646/zootaxa.4559.1.13,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,108,108,Taxonomy,Porifera (Sponges),Dredging / trawling,Brazil - Eastern Brazil
1428,TRUE,FALSE,scientific,article,2023,"Soares MO, Pereira PH, Feitosa CV, Maggioni R, Rocha RS, Bezerra LE, Duarte OS, Paiva SV, Noleto-Filho E, Silva MQ, Csapo-Thomaz M",Lessons from the invasion front: Integration of research and management of the lionfish invasion in Brazil,J Environ Manage,340,,117954,10.1016/j.jenvman.2023.117954,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,56,Ecology; Fisheries; Management and Conservation; Reproduction,Fishes,,Brazil - Eastern Brazil; Brazil - Fernando Noronha
